treatment,conversion,active_days,gender,age,time_spent_in_app,used_discount,used_bogo,channel_Web,channel_phone,hours_listening,yandex_pay_balance
treatment1,1,22.201497296974548,0,30,1,0,0,0,0,10.33683703056018,4007.9577341143167
control,0,9.6907824806018,1,31,0,1,0,0,1,10.206599387532984,5675.357825671458
control,0,10.328391480209895,0,37,0,1,0,0,0,10.11187208887305,5260.132875151648
control,0,4.667635130254353,0,44,0,1,0,0,1,9.966489161800768,5797.886531254977
control,0,6.967223677596701,1,38,2,0,1,0,1,9.510549265391102,4956.796053694615
control,0,7.525784330810675,0,50,0,1,0,1,1,7.989439425013561,5808.628552622458
treatment1,1,25.291446842711707,1,34,1,1,0,0,0,8.591330245552625,5361.5834346266
control,1,4.257822761533182,0,41,1,1,0,0,0,10.111918265901474,5192.528955039248
control,1,9.354505622919543,0,33,2,0,1,1,0,12.590431287228817,4595.840037295239
treatment1,1,25.276874389348208,0,53,1,1,0,1,1,10.051690060007397,6795.343058851232
treatment1,1,19.515520517392414,0,40,1,0,0,0,1,8.08683794346408,4246.160233000084
treatment1,0,30.081062307670486,0,43,0,1,1,0,0,3.9237363325261536,4738.259213145216
treatment1,0,15.017865265801912,0,31,2,1,0,1,0,11.357552633586195,5909.647670045527
control,0,10.215382696337977,1,36,1,0,0,0,0,9.330799467797334,4683.05490973159
control,0,7.91755136569008,0,33,3,0,0,0,0,9.840433135926986,4277.165064507637
control,1,6.790601682754315,0,42,2,1,0,0,0,10.73833062081065,5359.061791929789
control,1,8.148800994081054,1,34,2,0,1,1,0,8.876792615782904,3175.4354124502343
control,1,9.251531383563751,1,42,0,1,0,1,0,10.169125475677625,5852.026297359822
treatment1,1,22.49630017459359,1,37,2,0,0,1,0,13.193912695140815,5136.219842104494
treatment1,1,23.168336210465238,0,44,0,1,0,0,0,9.251688078610226,5330.188443376459
treatment1,0,19.015088120629905,0,47,0,1,0,0,0,13.36545812007493,6856.850804208141
control,1,9.482079894549598,1,41,2,0,0,0,0,12.10665625131876,5237.344021399907
control,0,11.119409701810548,1,39,1,0,0,0,0,11.728607260992012,5409.7317720431
treatment1,1,19.10717420375295,1,47,0,1,0,1,0,7.170799657119801,6490.378728568977
control,0,5.299858828095041,0,42,2,1,0,1,0,10.698773341982053,6618.020359315666
control,0,11.330998962074226,1,41,1,0,0,0,0,10.15287340166001,4573.970358858677
control,0,8.099181438540068,1,46,1,1,0,0,1,8.308358645144075,4785.486270990449
control,0,10.449592012743505,0,38,2,0,0,1,1,11.340300367624515,4002.7932459717654
treatment1,0,25.82224780609075,0,35,0,0,0,0,1,9.62217047156386,3489.8143353104824
control,0,9.771017363254606,1,43,2,1,0,0,0,5.4138727611569815,4156.696382684588
control,0,5.802698670747063,0,46,0,1,1,1,0,10.003619614233699,5844.1044780299235
control,0,8.456017481056984,0,39,2,0,0,0,0,9.884976164510443,4927.132885683566
treatment1,0,25.684003174204467,1,49,0,0,0,1,0,10.339059943991238,4048.7591214454787
treatment1,0,21.030546194471267,1,38,2,1,0,0,0,9.14743955748354,4995.58872714955
control,0,8.090601848025731,1,52,1,0,0,0,1,6.765262037525711,3932.309588801957
treatment1,1,23.058949238920913,0,36,1,0,0,1,0,7.172287873060814,3721.788156389898
treatment1,1,23.434489907867395,0,25,3,0,0,1,0,11.027809168565197,3376.213620429038
treatment1,1,28.201753785804783,0,40,1,0,0,1,0,12.067088953900322,5258.162466435931
control,0,9.94312480606851,0,42,1,1,0,0,0,9.353551944919193,5533.002513327551
control,1,5.607281020046929,0,47,2,1,0,1,0,11.987063772867268,6777.823142636067
treatment1,1,18.26238865998355,0,44,2,1,0,0,1,10.56133882165431,6390.1014960687735
control,1,8.546728777028825,0,41,1,1,1,1,0,8.580055149107254,5183.5512006998
treatment1,1,19.925069311386228,0,43,0,0,0,1,0,9.981444595127016,4993.690544839826
treatment1,1,18.194229134875663,0,39,0,0,0,0,0,10.354993968448687,4892.275011514898
control,1,5.8122617222020345,0,44,0,1,0,0,0,9.639118371946083,6115.376418716721
treatment1,0,22.050735573550067,0,45,0,0,1,0,0,9.997818463412097,3660.6588677077143
control,0,7.242757886691674,0,34,1,1,1,0,0,10.387569866338408,5543.622397052217
control,1,13.780769138543736,0,44,1,1,0,0,1,11.842261003437233,6891.154731026188
treatment1,1,29.012552175673083,1,47,3,1,0,0,0,6.965146335643407,5781.173846425054
control,1,8.256893272494729,0,36,1,0,1,0,0,12.170173613136297,4751.771448912026
treatment1,0,18.997622062906085,0,48,1,1,0,1,0,10.759251581962717,5365.472446763466
treatment1,1,20.849537694050724,1,42,0,0,1,1,1,9.88525792739387,4447.46064887757
treatment1,1,27.067237075911535,1,30,5,1,0,1,0,10.198913388553512,5319.406945587731
control,1,5.248187634564487,1,46,2,1,1,0,0,9.79278248679243,6208.7806219031345
control,0,12.14090843379375,0,35,1,0,0,0,0,10.03962817477275,4766.142526908691
control,1,9.74252175864531,0,49,1,1,1,0,1,8.673233900625192,5960.186719123599
control,0,4.363061015196423,1,42,3,1,0,0,1,8.692388006395799,6045.645483553966
control,0,4.93003136884387,0,35,0,0,1,1,1,8.900383975149817,4559.210277926542
treatment1,1,20.222751261016498,1,39,2,1,0,0,1,15.877718891996171,6579.50859677885
treatment1,1,20.92964942442469,1,44,1,0,0,0,0,9.197389053682942,4514.309556345673
control,1,5.838648251359746,1,47,0,1,0,0,0,9.434830268622283,6529.26811850253
control,1,11.216373481952605,0,46,2,1,1,0,0,9.438056292546161,5479.712637282506
control,0,10.641711571814314,1,45,2,1,1,0,0,8.802413644520225,4965.098920909945
control,0,12.375793391561716,0,29,1,1,0,0,1,6.634559668144977,4396.313833457123
treatment1,1,18.50659741952217,1,40,3,1,0,0,0,6.858421474425372,4443.7836081196465
control,1,5.266269987692603,1,54,1,1,0,1,0,11.662776789142459,7887.333722819522
treatment1,0,28.242852255797626,1,41,1,0,0,0,0,13.485560733541309,5619.791988539113
treatment1,0,23.841539389090205,1,45,0,0,0,0,0,8.035186315276864,4514.5153643975655
treatment1,0,20.504415154077222,1,46,0,1,0,0,0,12.567245361148247,5974.596950223719
treatment1,1,16.673913889407668,0,41,0,1,0,0,1,9.406814988685273,5539.516293333076
control,0,10.420722346953914,1,38,1,0,0,0,1,11.2898247746731,4727.539502392144
treatment1,1,23.491447158831722,0,43,0,1,0,1,1,6.5990612618280355,4953.384193506752
treatment1,1,22.805820917460945,0,35,1,0,1,0,0,8.41649499436849,3468.283799667964
control,1,7.559855826935589,1,33,0,0,0,1,0,10.928141453201697,4620.028485840983
treatment1,0,24.46190489906425,1,47,1,1,0,0,0,10.129704509831871,5379.969457825336
control,1,10.304648821746701,1,35,1,1,0,0,0,8.601887737311596,4954.383973593766
treatment1,0,21.41325757132449,1,54,0,1,0,0,0,10.057368714503776,5691.187305838361
treatment1,0,19.92316053535015,0,41,1,1,0,0,1,11.029001143146909,5547.352383374719
treatment1,1,25.344260170565633,0,43,1,1,1,1,1,8.468729713417927,5776.319816462908
control,0,7.271896056271203,1,44,0,1,0,0,0,10.288408910070526,5323.57912346111
treatment1,1,17.597644797790647,1,46,1,1,0,0,0,9.291603127471879,5241.0582193232785
control,0,0.2804284635288834,1,41,0,1,0,0,0,12.46377407554462,5874.830110378902
control,0,5.625535131715349,1,48,1,0,0,0,0,2.888566264839308,3228.916356010084
treatment1,0,25.827842674617823,0,33,0,0,0,0,0,7.664849016635289,4530.587514581174
treatment1,1,21.511217697966526,1,43,1,0,1,0,0,10.813862419699712,4887.791259051451
treatment1,1,23.629769284045253,1,39,2,0,1,0,0,8.297109374631603,3508.170347117963
treatment1,1,21.607206948122858,1,46,3,1,0,1,0,15.102383198655929,7636.192963638001
treatment1,0,18.921041414342064,1,50,0,1,0,1,0,4.251955382724503,4410.842103406257
treatment1,0,15.496038224050153,1,40,1,1,1,0,0,7.196429786490674,4793.4550265460375
treatment1,0,20.222437329122158,1,49,1,0,0,0,1,13.992015173153309,5412.068695425499
control,0,8.702583791909543,1,42,0,1,1,1,1,11.394419123095023,6717.933046064213
control,1,6.920803205331021,1,30,0,0,0,0,1,6.878045197940201,2270.070270894722
treatment1,1,21.718327684617996,0,43,0,1,0,0,1,12.849173289976466,6439.289322540106
control,0,11.278839899118857,0,46,1,0,0,0,1,9.946820807489342,3897.4812271364353
control,1,13.106330429863014,0,37,1,1,0,0,0,13.331583690524685,6354.914318654014
control,1,13.972165614724172,0,37,0,0,1,0,0,9.819913806881871,4650.045640884836
treatment1,1,30.190600315365256,1,41,3,0,0,0,1,8.652948999284172,4691.428276116181
treatment1,0,23.096029632375505,0,39,1,0,0,0,0,8.78943223446219,4450.46226836344
control,1,11.357442231214844,0,45,3,1,1,0,0,12.111065562284477,7082.991289763241
treatment1,1,23.199604309028178,0,36,2,0,0,0,1,8.66330026268172,4251.890298628454
control,1,5.135142809743992,1,35,3,0,0,0,0,7.376808490581581,2560.561930815477
treatment1,1,21.771744489074816,0,42,1,0,0,0,0,8.993231836405975,4844.866283153107
treatment1,1,21.376586907467985,0,39,2,0,0,1,0,11.18993787341648,3873.140043206837
control,0,6.8385073420759275,1,49,3,1,1,0,0,7.70330471428736,5362.590902066194
treatment1,0,28.80884912344924,1,43,0,0,0,1,0,6.686293137762094,4227.979836166514
control,0,11.991062170109508,1,55,0,0,0,0,1,14.922471782717475,5310.610171651298
treatment1,0,27.25329069731827,0,32,1,0,0,0,0,7.90880950934696,4250.838723196871
control,1,10.046702517702407,0,35,1,0,1,1,0,7.238523854894503,4142.393686097999
treatment1,1,26.68058928114455,1,34,0,0,1,0,0,10.621630974728722,3496.443483178714
control,0,7.912640307936561,0,43,3,1,1,1,1,8.197907994375345,5934.2632456842375
treatment1,0,26.383318456011466,0,33,1,0,1,0,0,9.295212714864892,4363.432905956506
treatment1,1,21.94405481142615,1,38,0,0,0,0,0,12.900709745833547,5338.563155655455
control,1,8.817388789872403,1,48,3,1,0,1,0,11.476300721420749,6666.923743359464
control,0,11.932508023704143,1,47,1,1,0,1,1,8.394874055197459,5106.49864779968
treatment1,1,33.249422201343094,0,47,0,1,1,0,0,8.570863479092965,6034.7124585867805
control,1,7.3473162321385335,1,40,1,0,0,0,0,10.084334534987647,4824.9270970790985
treatment1,1,27.551751815000724,0,41,1,1,0,1,0,10.03218251756033,6393.550456441651
control,0,5.913220632844018,1,36,0,0,0,0,0,10.119360910997106,4422.096436950177
treatment1,0,24.129379559830895,1,39,0,0,0,0,0,6.718342494332896,3759.5412214086477
control,0,7.257697484478318,1,50,2,0,0,0,0,10.087919871288287,4552.067237628333
treatment1,1,28.01007926247805,0,43,2,0,0,1,0,10.699386615221266,5111.750904180417
treatment1,1,22.562041435238534,0,48,0,1,1,1,1,8.649366675412654,5389.975750636047
control,1,6.6399555744890515,1,45,4,1,1,1,0,14.473678053314785,6936.6127373788495
control,0,8.643514540066102,0,38,0,0,0,1,0,9.149071321268519,4463.388355895303
control,0,5.579783980146736,1,38,1,1,1,0,0,10.922411834030992,6615.412700629309
treatment1,1,25.81551138369276,1,32,0,0,0,0,0,9.79477320532231,4790.259594510297
treatment1,0,20.697560658559624,1,43,2,1,0,0,0,9.310121089049396,5170.565088448216
treatment1,1,22.877626833429602,0,39,1,1,0,1,0,4.302077320995124,4773.700374208902
control,0,6.8133856049346555,1,39,0,0,0,0,0,9.846168581907017,3593.5371111093286
control,0,7.364042547766523,0,49,1,0,0,0,0,10.025904239847955,4858.623922843841
control,0,6.791884943699442,1,41,0,1,0,0,0,10.398548590254478,6120.996990574355
control,0,6.412660994771829,0,35,2,0,0,0,0,11.184644632867304,5062.704565794112
control,1,4.696799650786308,1,43,2,1,1,1,0,8.569825258613578,6286.665180549174
treatment1,0,23.720883802310674,1,38,2,0,0,1,0,8.937702447949317,4842.502405865667
control,0,8.831372530273775,1,32,0,0,0,0,0,9.685879236488619,3786.0792713908704
treatment1,0,27.613160026846877,0,48,1,0,1,0,0,15.21701512931082,6334.750980018225
control,1,4.294221992205986,0,33,0,0,0,0,0,9.451763677497144,4020.11753979161
treatment1,0,22.298634417095265,1,39,0,0,0,1,0,12.218633260853231,5436.399925896643
control,1,3.2027768434941692,1,36,2,0,0,1,0,13.6357480155615,5082.800531380333
treatment1,1,25.900413685927305,1,46,0,1,0,0,1,6.36060385726563,5717.571290278985
treatment1,0,26.328193856527452,0,41,0,1,0,1,0,11.127078660666028,5784.022182460513
treatment1,0,19.16041519312969,1,34,0,1,0,0,0,10.56209511951449,6290.46911415132
treatment1,1,22.49502794268455,0,34,0,0,0,0,0,11.982330958937627,3836.9039581643565
treatment1,0,12.932594731777888,0,47,2,1,0,0,0,13.795160586872491,6189.368522200787
treatment1,1,25.358935864891397,0,33,1,0,0,0,0,10.287144614079196,3142.5906654646124
treatment1,1,26.886579533667533,1,41,0,0,0,0,0,8.68229346894183,4413.953522741006
control,0,7.9880768932912645,0,57,3,0,0,0,0,10.047305197651568,4964.026252536522
control,0,12.728807636919885,0,34,1,0,0,1,0,12.973679458866314,5821.485601954127
treatment1,0,19.450494301165712,0,51,0,1,0,0,0,13.072114700288823,5957.190535179833
control,0,6.276156637969444,1,46,0,0,1,0,0,10.054375736874814,4988.57191369117
treatment1,1,20.335030783958516,0,40,0,1,1,1,0,10.139124093133757,5243.2460107968855
treatment1,1,28.673883617854365,0,29,2,1,0,1,1,9.32530043260191,5008.977009230243
control,0,11.208673421246377,0,27,0,1,1,0,0,9.850070181383051,5271.891056225957
treatment1,0,21.997495417368018,1,44,2,1,1,0,0,7.166727093501257,5478.650923214721
treatment1,1,17.041796111205393,1,48,1,1,0,0,0,9.233874668830858,5528.963817563746
treatment1,0,15.100268802627841,0,41,1,1,0,0,0,9.284217750362199,5028.354656106056
control,0,10.975053043789536,1,39,1,0,1,0,1,9.140514236033969,4001.232523773478
treatment1,0,14.825242543878428,0,40,1,0,1,0,0,9.194015390464983,3990.858396298991
control,1,10.02283312609425,1,51,0,1,0,0,0,10.575347342253234,7425.47910583391
control,1,8.70956531456703,1,53,1,1,0,0,0,10.142466195359905,6953.979493150779
treatment1,1,27.47783491035062,1,37,1,0,0,0,0,12.929182420067278,4970.667848601067
treatment1,1,27.25885282127761,1,29,5,0,0,0,0,9.724274571929453,3243.4259799525453
control,1,14.337956320547413,0,39,0,0,1,0,0,5.458199895712,3580.388168997394
control,0,8.61345786283522,1,33,3,0,1,0,0,12.520787008956981,4760.439654680454
control,0,12.413184749749329,1,42,0,1,0,0,0,13.65480614804106,6501.005300525441
control,0,8.518766905077351,0,40,1,0,0,0,1,8.962644347516292,4596.505465569446
control,1,11.970283392981132,1,38,2,0,0,1,0,9.651250896684918,4159.669993850797
treatment1,0,18.34205224280084,0,36,0,0,1,0,0,11.563746647208246,4551.260184723131
control,0,10.988565825499537,1,53,2,1,0,0,0,9.087103757726666,5009.5486424142355
control,1,10.32605448816787,1,32,1,0,0,0,1,9.740419875092535,3449.6992834520534
control,0,5.521959581412253,1,28,0,0,0,1,0,8.292592350448157,3414.4033448948585
control,0,6.026476766901414,1,53,1,1,0,0,1,6.9050046475614355,5478.5112742374895
treatment1,1,25.205863686926417,0,35,0,1,1,1,1,11.373768285621006,5646.386929244664
control,0,9.94043068076695,0,39,1,0,1,0,0,9.604881100139051,4815.949840135912
treatment1,1,20.502105093046936,1,32,1,0,1,1,0,8.27533720776649,3131.6796012543546
treatment1,1,21.368398063781783,0,45,1,1,0,0,1,15.091231330364764,7828.813072969058
control,1,1.511631602538845,0,49,0,1,0,0,0,8.45197266304325,6702.573446129636
treatment1,1,32.66579277055429,0,46,4,1,0,0,0,11.842229621004474,5853.923048708643
treatment1,1,26.1433756651169,1,37,0,1,1,1,0,10.867568992266532,5814.695066902653
control,1,6.057680394239832,0,50,2,1,0,0,1,10.638980340538316,6596.199009690361
treatment1,0,24.146683683023987,0,50,2,1,0,1,1,13.392996213783082,6726.701701919417
control,1,5.269287481504286,1,33,1,0,1,0,1,8.659634405047106,3939.773954566912
control,1,14.161680183674068,1,38,0,0,0,0,0,11.934900884505142,5470.065281736475
treatment1,0,28.361233689073572,0,35,1,1,0,0,0,8.006598368368067,5662.852842111585
control,1,6.93811716670357,0,43,0,0,1,0,1,10.25559790880253,4558.638449867864
treatment1,0,20.67103144946606,1,21,1,1,0,0,1,11.561106659478531,6173.844732311218
treatment1,1,20.643406778085993,1,43,0,1,1,1,1,9.369482797441526,5782.550275679397
control,0,15.818676415682587,0,58,3,0,1,0,1,9.269607462556685,3791.727888283645
control,1,6.783122393884308,0,40,0,1,0,0,1,9.07542172340783,5398.8732500734395
treatment1,1,26.42498169100367,0,38,3,0,0,1,1,6.688049712283325,3751.977690716991
treatment1,0,22.231212996574055,1,43,1,1,1,1,0,7.47954512932135,5612.63150163803
control,0,8.080121026869149,0,53,0,0,0,0,1,9.936838612544314,4654.962025811382
treatment1,1,24.973265698915128,1,40,3,1,1,0,0,10.191057276569973,5386.216205736609
treatment1,0,27.515753324133147,0,47,2,1,0,0,1,9.776174544542913,5555.328053864448
treatment1,1,21.763231456908926,1,30,1,0,0,1,0,9.614218615869968,2788.451685747933
control,1,12.427825236723047,1,42,0,0,0,0,0,9.962199969517357,3756.055574221564
control,1,7.227020704274789,0,38,2,0,0,0,0,11.454658801959624,5180.150481120442
treatment1,1,23.802480345244216,0,48,1,0,0,0,0,9.015487246940102,4718.501127699336
control,0,1.6022144939686571,0,54,1,1,0,0,1,6.664242343442809,5818.776884074005
control,1,9.712108448928197,1,47,2,1,0,0,0,10.09563108352992,5931.613159310474
control,1,1.5030837033322428,1,50,1,1,1,0,1,6.974803787303223,5011.203495974498
control,1,10.472545626679297,1,41,1,1,0,0,0,9.830020644042722,5844.107908779275
treatment1,1,25.15405183397508,1,36,1,0,0,1,0,8.96242432652078,3451.7050669953724
treatment1,1,21.205932410181358,1,40,0,0,0,1,0,14.841026940041615,5648.496054303949
control,0,9.043702309237826,0,36,2,0,0,0,0,13.087148912499272,5176.3584283410955
control,1,6.086782490758829,0,43,0,1,0,0,1,9.32164297574741,5405.270414538685
control,0,7.052551686257369,0,37,2,0,0,1,1,10.82446056438694,4772.105119722637
control,0,8.553357457422766,1,35,2,0,1,0,1,9.740233440793336,3937.4973187533583
treatment1,1,28.28835800641961,1,27,2,1,0,0,1,9.333326632902054,5923.587782718358
control,1,9.55134656397491,0,37,0,0,0,0,0,9.62709853079914,4409.141544583951
treatment1,1,25.501374019795826,0,44,2,1,0,1,0,7.973902385508598,5625.054564374206
treatment1,0,25.384355318504955,0,38,1,0,0,0,0,7.04507015367653,4016.7825096868023
control,1,9.746513502337887,0,45,1,1,1,1,1,11.667502274592987,7821.7116074002
treatment1,0,26.87914629862091,1,47,1,0,1,0,0,12.589103523111365,5452.506135231888
treatment1,0,27.308960304618026,1,35,1,0,1,0,0,7.588616889402155,3488.9705462710285
control,1,4.2737886228079685,0,38,1,0,0,1,0,6.43447558255628,3514.712821003548
control,1,4.350266263067207,0,49,1,1,0,0,1,11.804108666184128,7116.488802679674
treatment1,0,24.265087580652178,0,47,1,0,0,0,1,11.623941038264466,5281.948743339996
treatment1,0,26.14858011170889,1,32,2,0,0,0,0,11.264001225742948,5195.6733281518145
control,1,8.66673012940573,1,51,2,1,0,0,0,8.453545509201106,6830.267023816326
control,1,3.583450476045947,1,37,2,0,0,0,0,12.341055397845908,4913.103086224687
control,1,8.61506614675911,1,41,0,1,0,0,1,11.034116285513146,5418.487913474899
control,0,11.886214673942412,1,49,0,1,1,1,0,10.278029168304792,5350.950395172808
control,0,14.053345778529952,0,30,3,0,0,0,1,4.4790076032803245,2422.65297850587
treatment1,1,19.878530966399733,1,38,1,0,0,0,1,8.944818949650843,4474.81258244899
treatment1,1,20.874387848069027,1,38,3,0,1,0,1,9.569407956064834,4842.8459385717515
control,1,8.076159281484628,0,29,1,0,1,1,0,8.17286939435544,3673.680081560772
control,1,6.094873750311832,0,40,2,0,1,0,1,7.542286270457037,3980.205157129058
treatment1,0,27.75243421675294,1,37,1,1,1,0,0,8.224316513989486,5197.194023133954
treatment1,0,24.440669667283945,0,34,2,0,0,1,1,6.972181420105055,3702.1526695615385
treatment1,1,25.184175262228905,1,37,0,0,1,0,0,9.553013221783527,3819.1600109779365
treatment1,1,26.254544573225424,1,31,1,0,0,1,0,10.504008234820235,2789.2632470725307
control,0,7.867278291323613,1,46,2,1,1,1,1,10.594785034791359,6321.524509202629
control,0,8.051489867491636,0,39,1,0,1,0,0,10.832309262790194,4776.5728313742675
treatment1,1,28.74973748180829,0,35,0,0,0,0,0,14.41946253811267,5032.317395356885
control,0,9.72501609719296,1,42,1,0,1,0,0,9.794956453320172,4889.9743149121305
