,treatment,target,uplift
288774,0,1,-0.04999999999999993
170601,1,1,1.0
104809,1,0,0.0
349244,1,1,0.09
76548,0,0,0.01
322569,1,0,0.0
57043,0,1,0.010000000000000009
298233,0,0,0.01
158682,0,0,0.1399999999999999
11066,1,0,0.04
340263,0,0,0.05
179956,0,0,0.01
370837,1,1,0.029999999999999916
233628,0,0,0.1
317963,0,0,-0.04
133930,0,0,-0.01
168592,1,0,0.0
185719,1,0,0.0
230773,1,1,0.0
236270,0,0,0.01
217970,0,1,-0.06000000000000005
58440,1,0,0.1
183060,0,1,-0.04999999999999993
56164,0,0,0.03
286911,1,0,-0.01
169644,0,0,-0.02
140958,1,0,0.0
78622,1,1,0.12
321819,0,1,0.1499999999999999
64294,1,0,0.03
304189,1,0,0.01
5537,0,1,-0.12
185949,1,0,0.05
265203,0,0,0.98
24086,1,0,0.07
357399,1,0,0.04
201689,0,0,0.01
121988,0,0,0.0
259813,1,0,0.01
279631,1,0,0.0
393563,1,0,0.01
17499,0,0,0.0
269143,0,0,0.030000000000000002
281394,0,0,0.03
353947,1,0,-0.03
234517,0,0,0.03
319063,0,0,0.04
381075,0,0,0.01
291535,0,0,0.0
163767,0,0,0.97
260638,1,1,0.07999999999999996
36757,0,1,-0.14
262588,0,0,0.0
348930,1,0,0.02
291300,0,0,0.0
71234,1,0,0.01
330151,0,1,0.07999999999999996
353716,0,0,0.01
259410,1,1,0.99
205485,0,0,1.0
178562,0,0,0.99
391588,1,0,0.0
117400,0,0,0.01
319585,1,0,0.96
327981,0,0,0.03
307884,0,0,0.1
96035,0,0,0.14
189451,0,1,-0.1100000000000001
192977,1,1,0.03
34747,1,1,-0.010000000000000009
108298,0,1,-0.039999999999999925
343498,0,0,0.01
259856,1,0,0.0
332721,0,0,0.07
39374,0,0,-0.01
339681,1,1,0.99
303592,0,0,0.14
31506,0,0,0.03
213007,1,0,0.30000000000000004
339331,0,0,0.99
345910,1,0,-0.010000000000000002
268464,1,0,0.0
163762,1,0,-0.03
76741,0,0,0.27999999999999997
91185,0,0,0.0
44844,1,0,0.06
356263,1,0,0.01
157350,0,0,0.12
328,0,1,0.010000000000000009
236811,1,1,0.97
202703,0,0,0.0
171936,1,0,0.01
117357,1,0,0.0
4424,0,0,1.0
34208,0,0,-0.01
187298,0,0,0.98
24730,0,0,1.0
284209,1,0,0.01
178400,1,1,0.10000000000000009
316043,1,1,0.14
216596,0,0,1.0
178091,0,1,-0.15000000000000002
60277,0,0,0.03
141207,1,1,-0.010000000000000009
291143,0,1,-0.25999999999999995
155474,0,1,-0.14
209196,0,0,0.0
195635,1,1,0.99
191575,0,0,0.98
338659,1,0,0.0
308976,1,0,0.0
331878,0,1,-0.040000000000000036
223251,1,0,-0.02
98036,0,1,0.10999999999999999
195201,0,0,0.03
4199,0,0,0.01
171958,0,0,-0.2400000000000001
96687,0,0,-0.01
70203,1,1,0.06999999999999995
235478,0,0,-0.02
160029,1,0,-0.02
317351,1,0,0.0
353172,0,0,0.09
343317,1,0,-0.02
173252,0,0,0.18999999999999995
227392,1,0,-0.009999999999999998
354917,1,1,0.25
346866,1,1,1.0
100191,0,0,0.0
366061,1,1,1.0
231894,0,0,0.05
190881,1,1,0.18999999999999995
77005,1,1,0.04999999999999993
300904,1,1,0.020000000000000018
173782,0,0,0.01
313326,0,0,0.07000000000000006
7022,1,0,0.06
847,1,0,0.01
268202,0,0,-0.01
104032,1,0,0.04
134126,1,0,0.019999999999999997
120501,0,1,-0.19000000000000006
228334,0,1,-0.06
317634,1,0,0.0
394150,0,1,-0.020000000000000018
12704,1,0,0.0
259326,0,0,0.0
162565,0,0,0.16
132529,0,0,0.01
235522,1,1,0.13
315106,1,1,0.96
140753,1,0,0.0
223688,1,1,-0.07
287961,0,0,0.02
374922,1,0,0.06
256994,0,0,0.01
293530,0,0,0.0
138189,0,0,0.04
279104,0,0,0.02
30827,0,0,0.0
95249,1,1,-0.08999999999999997
319802,1,0,0.0
354746,0,0,0.0
399852,0,0,0.08
330658,1,0,-0.01
214994,0,1,0.020000000000000018
359672,1,1,0.020000000000000018
78646,1,0,0.02
3292,0,0,0.99
301638,0,0,0.05
44957,1,0,0.0
4456,1,1,0.06999999999999995
106919,0,0,-0.02
196504,1,0,0.01
152692,1,0,-0.04
124964,0,0,0.01
289030,1,1,0.07999999999999996
97230,0,0,0.009999999999999998
97162,0,1,0.08999999999999997
280070,1,0,0.22999999999999998
86220,0,0,0.01
255627,1,1,1.0
288770,1,0,0.02
318202,0,0,0.1
42400,0,0,0.0
258085,0,0,0.99
318112,1,0,0.02
277205,0,0,0.01
386399,0,0,0.06
227050,1,0,0.06999999999999999
86096,1,1,-0.13
26342,1,0,0.0
172274,0,1,0.010000000000000009
289202,1,1,0.0
194095,1,1,-0.09999999999999998
257879,1,1,-0.040000000000000036
384202,0,0,0.0
393013,1,0,-0.01
69438,1,0,0.0
126273,0,0,0.01
296697,1,0,0.32
181885,1,0,0.0
259745,1,0,-0.039999999999999925
97880,1,0,0.0
334790,0,0,-0.02
207338,1,1,0.09000000000000008
257715,1,1,1.0
334098,0,1,-0.030000000000000027
39856,0,0,0.0
167879,0,0,1.0
196366,0,0,0.0
254190,0,0,0.03
237211,0,1,0.07999999999999996
77479,1,0,-0.01
333919,0,0,0.0
205234,0,0,0.96
52669,1,0,0.0
394174,1,1,0.18000000000000005
69699,0,0,0.01
305348,1,0,0.010000000000000009
331157,0,0,0.0
277479,1,1,-0.010000000000000009
59192,0,1,-0.04999999999999993
296183,0,0,0.04
133982,0,0,-0.01
385511,0,0,0.0
388616,0,0,0.01
350201,0,0,0.01
89173,0,1,0.019999999999999907
228153,0,0,0.53
74658,1,0,0.01
229236,0,1,0.07000000000000006
238840,1,0,0.01
213352,1,1,0.010000000000000009
214069,1,0,-0.01
144396,0,1,0.040000000000000036
224816,0,0,0.0
226476,1,1,-0.039999999999999925
80364,0,1,0.07999999999999996
161575,0,0,0.30999999999999994
325424,0,0,0.0
180210,1,0,-0.09000000000000008
244128,0,1,-0.06999999999999995
142898,0,0,0.94
37686,1,0,0.01
53304,1,0,0.06
308594,0,0,0.0
207198,0,0,0.82
41020,0,0,0.049999999999999996
204260,0,1,0.12
317779,1,0,0.0
172572,0,0,0.01
326842,1,0,0.21999999999999997
302613,0,0,0.0
119136,0,1,0.31999999999999995
35437,1,0,0.07
156194,0,0,0.01
241478,1,0,0.0
353984,0,0,0.03
353175,0,0,0.049999999999999996
232294,0,0,0.01
36970,1,0,0.04999999999999993
93646,1,1,0.09999999999999998
320716,1,1,0.19999999999999996
305042,1,1,-0.06000000000000005
133844,1,0,0.01
28402,1,0,0.0
79365,0,0,-0.030000000000000027
141255,1,0,-0.02
100102,0,1,0.020000000000000018
73447,1,0,0.0
354308,1,0,0.03
225013,0,1,-0.08000000000000007
351552,0,0,-0.03
304654,0,0,0.009999999999999998
294953,1,0,0.019999999999999997
295698,0,0,-0.17000000000000004
315986,1,1,-0.020000000000000018
150192,1,0,0.02
330220,0,0,0.31
347152,1,1,1.0
2744,0,0,-0.019999999999999997
187944,1,1,0.17999999999999994
163025,0,0,0.96
189260,1,0,-0.04
104571,1,1,-0.10999999999999999
275879,0,0,0.12
87754,1,1,0.09999999999999998
60328,1,1,0.10999999999999999
113239,1,0,0.0
41901,0,0,0.03
376554,0,0,0.96
161344,0,1,-0.07999999999999996
346356,1,0,0.0
221928,0,1,0.04999999999999993
214122,0,0,0.03
8665,0,0,-0.1499999999999999
358230,0,0,0.0
223472,0,1,0.020000000000000018
236582,0,0,0.01
370061,0,1,-0.08999999999999997
129164,0,0,0.11000000000000001
12528,0,0,0.01
191398,0,0,0.05
364298,0,0,-0.01
170178,0,0,0.06
58495,0,0,-0.03
208892,1,0,0.0
161479,0,0,0.0
293201,1,1,-0.01
369767,1,1,0.10999999999999999
201214,0,0,0.01
61512,0,0,0.07
255816,0,1,-0.030000000000000027
351051,0,0,0.02
390374,1,0,-0.07
2358,1,0,-0.02
302948,0,0,1.0
334751,1,0,0.0
7151,1,0,-0.02
218797,0,0,0.03
178745,1,1,0.06000000000000005
148832,1,0,0.060000000000000005
113413,1,0,0.0
77143,1,0,-0.01
136367,1,0,0.02
182784,0,1,-0.010000000000000009
70907,1,1,0.98
368635,1,0,0.0
244127,0,0,0.010000000000000009
396820,1,0,0.07
322859,1,1,0.99
325757,1,0,0.0
384289,1,0,0.01
165262,0,1,0.09999999999999998
87067,0,0,0.98
225990,1,0,0.15
11794,0,0,0.29
313932,0,1,0.17000000000000004
370887,1,0,0.04
351232,1,1,0.10000000000000009
308518,1,0,-0.01
128168,1,1,-0.06000000000000005
256230,0,0,0.0
268941,1,0,0.0
301983,0,0,0.08
357223,1,0,0.01
300585,0,1,0.75
21228,1,0,0.05
21421,0,0,0.02
216661,0,0,0.01
79985,1,0,-0.02
3701,1,0,-0.019999999999999997
256745,0,0,0.99
265035,0,0,0.020000000000000018
19753,1,1,0.28
307335,0,0,0.04
236934,0,1,-0.20000000000000007
126352,0,0,0.03
11108,0,1,-0.10999999999999999
286263,0,0,1.0
256284,0,0,0.0
116681,0,0,0.019999999999999997
203232,0,0,0.0
175908,1,1,-0.020000000000000018
131949,0,0,-0.04000000000000001
199710,1,0,0.03
185020,1,0,0.01
174883,1,0,0.04
158510,0,0,0.0
125268,0,0,0.0
275510,1,0,-0.02
239602,0,0,0.0
123162,0,0,0.02
94228,0,0,0.20999999999999996
57953,1,0,0.009999999999999998
300270,0,0,0.02
379721,1,0,0.07
189384,1,0,0.01
138775,0,0,0.53
385301,1,0,-0.01
138063,1,0,0.0
98791,0,0,0.01
4046,1,1,0.020000000000000004
325037,1,1,0.99
3151,0,1,0.0
175414,0,0,0.01
19574,1,0,-0.01
64574,0,1,0.010000000000000009
399235,0,0,0.0
187751,1,0,0.02
326023,0,0,0.0
67491,0,0,0.01
309664,1,1,0.020000000000000018
312678,1,0,0.0
26045,1,0,0.02
274999,1,0,0.049999999999999996
173236,0,0,0.01
13717,0,0,0.15000000000000002
304058,1,1,1.0
286338,1,0,0.0
95484,0,0,0.01
371392,1,1,0.07000000000000006
33037,0,0,0.02
155081,0,0,0.02
136582,1,0,-0.009999999999999998
144879,1,0,0.019999999999999997
295174,1,0,0.0
13378,1,0,-0.030000000000000002
236489,0,0,0.94
277379,1,0,-0.01
70196,1,0,-0.01
224011,0,1,-0.08000000000000007
186236,0,0,0.02
72184,0,0,0.01
276501,0,1,-0.010000000000000009
388019,0,0,0.98
58041,1,0,0.0
370102,0,0,0.01
390806,0,0,0.02
99487,0,0,0.01
72187,1,1,0.06
261953,0,0,0.0
5292,1,0,-0.01
357100,1,1,0.15
79650,0,0,1.0
182292,1,0,0.01
329858,1,0,0.009999999999999998
259692,1,0,0.0
91372,0,1,0.24
78373,0,0,0.04
217391,1,0,0.0
230678,1,0,0.01
226323,1,0,0.02
306493,1,0,0.01
151755,0,0,0.03
144133,0,0,0.06
141126,0,0,0.0
120821,0,0,0.05
127091,0,0,0.04
144410,0,0,0.01
284101,0,0,-0.019999999999999997
267081,1,0,0.02
196467,0,0,0.0
64629,1,0,-0.01
268868,0,0,0.05
72401,1,0,-0.01
362706,0,0,0.93
376284,1,0,0.010000000000000009
237769,1,1,0.050000000000000044
194062,1,0,0.02
278131,1,0,0.04
274524,0,0,-0.030000000000000027
276596,0,0,0.0
295886,1,0,0.01
61795,1,0,0.01
183747,1,0,-0.01
288908,0,0,0.0
354885,1,1,0.94
165629,1,1,0.9299999999999999
129023,0,0,-0.009999999999999995
276131,1,0,0.0
41324,1,0,-0.01
135293,0,1,0.039999999999999925
18810,1,1,-0.019999999999999907
355335,0,1,-0.09999999999999998
336717,0,0,0.01
287440,1,0,-0.03
225172,1,0,0.019999999999999997
263349,1,1,0.040000000000000036
344415,1,1,1.0
75863,1,0,0.030000000000000002
66286,1,0,0.02
191574,0,0,-0.01
241057,0,0,0.02
64717,0,0,0.06
246683,0,0,0.0
341984,0,0,0.0
318768,0,1,0.04999999999999993
105236,0,0,0.01
122137,1,0,0.01
114197,0,0,0.02
148981,1,1,0.08999999999999997
92197,0,0,0.0
231210,0,0,-0.01
396597,0,0,0.03
181534,1,0,0.01
393091,0,0,0.01
227387,1,0,0.0
276808,1,1,0.35
276151,0,0,-0.039999999999999994
338160,1,0,0.0
372544,0,0,0.01
2943,1,0,0.0
27801,0,0,-0.010000000000000002
305762,0,1,-0.040000000000000036
119646,0,0,0.049999999999999996
347741,0,0,0.99
107339,0,0,-0.019999999999999997
294910,1,0,-0.44
372639,1,0,0.0
352941,0,0,0.009999999999999995
237048,0,0,0.02
41609,1,1,0.95
340144,1,0,0.06
347052,1,0,-0.04999999999999999
260989,1,0,0.09
55762,1,0,0.0
64966,0,0,0.03
313251,0,0,0.0
283944,0,0,0.14
229983,0,1,0.21999999999999997
69889,0,0,0.0
172915,1,0,0.06999999999999995
174705,1,0,0.0
33456,0,0,0.0
206326,1,0,0.03
381568,0,0,0.06
216114,1,0,0.0
146472,1,0,0.0
318126,0,0,0.010000000000000002
276814,0,0,-0.02
104924,1,1,-0.17000000000000004
244749,0,0,0.98
237185,1,0,-0.010000000000000002
39525,0,0,0.0
339954,1,1,0.15000000000000002
316005,0,0,0.02
134159,0,1,-0.020000000000000018
102238,0,0,0.0
49048,0,0,0.0
90371,0,0,0.09999999999999998
185609,0,1,-0.030000000000000027
385652,1,1,0.12
242953,0,1,-0.35999999999999993
256931,0,0,0.03
126055,0,0,-0.02
223550,0,0,-0.01
29460,0,0,-0.01
252965,0,0,0.019999999999999997
172417,0,0,0.0
249992,1,0,0.02
67594,0,0,0.0
58707,0,0,-0.02
142449,0,0,-0.01
177355,0,0,-0.09999999999999998
84275,0,0,0.0
322675,0,0,0.03
17362,0,0,0.11
333463,0,0,0.24
259387,0,0,-0.01
357840,0,0,0.03
7171,0,0,-0.020000000000000018
306826,0,1,-0.17000000000000004
188535,0,0,0.01
100525,1,1,0.95
366117,1,0,0.01
248111,0,0,-0.010000000000000009
188242,1,0,0.0
141998,1,1,0.99
375000,0,0,-0.01
213445,0,0,0.01
291027,0,0,0.03
39656,0,1,0.09999999999999998
16274,1,0,0.03
61139,1,0,0.16000000000000003
282195,0,0,1.0
107981,0,0,-0.09000000000000002
274638,1,0,0.02
94012,0,0,0.12
12913,0,0,0.14
217539,0,0,0.07
211888,1,0,0.01
57705,1,1,0.42
99950,0,0,0.0
317001,0,0,0.01
349886,1,0,0.02
127081,0,0,0.0
1445,0,0,0.02
169651,1,0,0.02
376310,1,1,0.020000000000000018
362623,1,1,0.24
246862,1,0,0.04
152941,0,0,0.05
236182,1,0,0.0
115034,0,0,0.0
334892,0,0,0.03
127706,1,0,0.03
344013,0,0,0.0
1625,0,0,0.01
27852,0,1,-0.030000000000000027
361426,0,1,0.25
257310,1,0,0.02
72252,1,0,0.06
100615,1,1,0.10000000000000009
372532,1,0,0.01
333937,0,0,0.01
276997,0,1,-0.010000000000000009
219529,1,1,-0.05999999999999994
58654,1,0,0.09000000000000008
126067,1,0,0.02
385194,1,0,-0.01
231180,1,0,0.019999999999999997
93927,1,0,0.01
388417,0,0,0.02
131831,1,0,-0.01
115006,1,1,0.09999999999999998
185488,1,0,-0.09999999999999999
308917,0,0,0.0
21542,1,0,0.01
61896,0,0,0.0
175440,0,0,0.039999999999999994
316918,0,0,-0.01
147254,0,0,0.0
190259,1,1,-0.24
14527,1,1,-0.1100000000000001
266358,1,1,0.10999999999999999
43948,1,0,-0.02
24661,0,0,-0.03
354422,1,0,0.0
21753,1,0,0.01
337467,1,0,0.0
61281,0,0,0.0
284899,0,0,0.02
174610,0,1,0.030000000000000027
17506,1,0,-0.01
133389,0,1,0.5
199335,0,0,0.0
352249,1,1,0.44
167112,0,0,0.01
185345,1,0,-0.02
171129,1,0,0.06
465,0,0,0.08
158735,0,0,-0.01
87398,0,1,0.0
257234,1,1,-0.09999999999999998
314761,0,0,0.03
363477,1,0,0.0
259426,0,1,-0.17000000000000004
61702,0,1,-0.07000000000000006
254057,0,1,0.020000000000000018
241833,1,0,0.01
365739,1,0,0.009999999999999998
273461,0,0,0.07
227036,1,0,0.01
127152,0,0,0.02
379748,0,0,0.0
154153,1,0,0.0
232770,0,0,0.01
112942,0,0,-0.010000000000000002
116594,0,1,0.0
104925,1,0,0.0
64439,1,0,0.0
258251,1,0,0.03
294138,0,0,-0.01
191465,0,0,0.0
105418,1,0,0.0
364169,1,0,-0.14
385631,0,0,0.0
94992,1,1,0.41000000000000003
280729,1,0,-0.01
303476,1,0,0.0
98243,1,1,-0.14
164573,0,0,0.019999999999999997
251714,0,0,0.02
275622,1,1,0.97
150519,1,0,-0.1
298160,0,0,0.06
218681,0,0,0.01
163428,0,0,0.0
381280,1,0,0.02
34820,1,0,0.049999999999999996
230177,0,0,0.0
77743,0,0,0.0
301891,1,0,0.01
174677,1,1,-0.040000000000000036
225812,1,0,-0.02
397950,0,0,0.03
102268,1,1,0.98
367194,1,1,-0.08000000000000007
361289,1,0,0.05
264272,0,0,0.0
390448,1,0,0.01
382137,0,0,0.02
216853,0,0,0.1
258983,0,0,0.01
308569,0,0,0.04
160408,1,0,0.01
119440,0,1,0.040000000000000036
284897,1,0,-0.02
376335,0,0,0.01
254813,0,0,0.019999999999999997
358754,0,0,0.0
178102,1,0,0.0
285901,1,0,0.04
207466,0,1,0.99
122191,0,0,0.04
200945,0,0,-0.02
214369,1,0,-0.02
225337,1,0,0.03
349615,0,0,-0.1
88210,1,0,0.01
157726,0,0,0.1
350863,0,0,0.01
356034,1,0,0.020000000000000018
9153,0,0,0.01
302684,1,0,0.08
271006,1,0,0.04
351571,0,0,0.01
333930,0,0,0.99
364587,0,0,0.01
346738,0,0,0.0
18337,0,0,-0.03
86073,0,0,0.0
173624,0,0,0.01
123741,1,0,0.0
251101,0,0,-0.08
311738,1,0,0.0
228521,0,0,0.01
253015,1,0,0.05
240953,1,0,0.06
384062,0,0,0.01
124647,0,1,-0.020000000000000018
335320,1,0,-0.01
270899,0,0,0.02
102794,0,0,0.99
200025,0,0,0.07
170540,0,0,0.04
187022,1,1,-0.030000000000000027
212899,0,0,0.01
86160,0,0,0.0
153422,1,1,0.049999999999999996
111962,1,0,0.0
176933,0,1,-0.08000000000000007
263963,1,0,0.0
482,1,0,-0.050000000000000044
115856,0,1,-0.030000000000000027
67022,0,0,-0.01
300442,0,0,0.03
273873,0,0,0.07
392635,1,0,0.0
88148,1,0,0.0
151399,1,0,-0.04
134656,0,1,-0.010000000000000009
114736,1,0,0.0
255690,1,1,0.010000000000000009
215811,0,0,0.85
91829,0,1,-0.04999999999999993
370503,0,0,0.0
359787,0,0,0.0
109947,1,1,-0.06999999999999995
149304,1,1,0.07999999999999996
125709,1,1,0.040000000000000036
15480,0,0,0.02
331126,0,0,-0.020000000000000004
260376,1,1,-0.01
125667,1,0,0.030000000000000027
125462,1,0,0.01
383453,1,1,-0.009999999999999898
225069,1,0,0.06
38088,1,1,0.98
145041,1,0,0.05
156667,0,0,0.05
298363,0,0,0.0
126604,1,1,0.06999999999999995
358475,1,0,-0.04000000000000001
40161,1,0,-0.01
21163,0,0,-0.04
242539,0,0,0.01
343690,0,0,0.0
206366,0,0,0.0
174676,0,0,0.0
204167,1,0,0.040000000000000036
262906,1,0,0.0
87927,0,1,0.040000000000000036
35142,0,0,-0.02
223401,0,0,0.0
46209,0,0,-0.04
246656,1,0,0.11
18693,1,1,-0.08999999999999997
60754,1,1,-0.15000000000000002
17566,1,1,-0.05999999999999994
169594,0,0,0.99
216049,0,0,0.0
93025,0,0,0.06
317767,0,0,0.0
24812,1,0,-0.009999999999999998
199124,1,1,0.92
293116,1,1,0.97
333378,1,0,0.0
190305,1,0,0.06
200754,1,0,0.01
341740,0,0,0.18000000000000005
285688,0,0,0.21999999999999997
312287,1,1,0.0
28750,1,1,0.010000000000000009
375837,0,1,0.050000000000000044
338841,0,1,0.37999999999999995
353704,0,0,-0.15999999999999992
321045,0,1,-0.13
216506,1,0,0.0
346230,0,0,0.0
297235,1,0,0.030000000000000002
266341,1,0,0.02
183949,0,1,-0.09999999999999998
331112,0,0,0.01
290384,1,1,0.16999999999999993
232507,1,1,0.10000000000000009
376643,1,0,0.01
69350,0,0,0.02
342444,0,0,0.0
223888,0,1,0.05999999999999994
339320,1,0,-0.01
30645,0,0,0.12000000000000001
53062,1,0,-0.11000000000000004
111636,1,0,0.01
6107,1,0,0.02
337710,1,0,0.01
301902,0,0,0.08
179244,0,1,0.04000000000000001
162482,1,0,0.03
15450,0,0,0.0
97348,0,0,0.04000000000000001
15584,0,1,-0.18000000000000005
46368,0,1,-0.040000000000000036
230345,0,0,0.02
35134,0,1,-0.10000000000000009
108306,1,0,0.01
104623,0,0,0.03
179827,1,0,0.01
372739,0,1,0.08000000000000002
75236,0,1,0.0
369369,0,0,0.66
265092,1,0,0.03
292692,1,0,0.01
43119,0,1,0.24
251313,1,0,0.05
81398,1,0,-0.019999999999999997
152771,1,0,0.0
398841,1,0,0.0
83116,0,0,0.02
202391,1,0,0.02
141819,1,0,0.02
23653,0,0,-0.01
331282,0,1,0.010000000000000009
349167,0,0,0.0
376881,1,0,0.0
370614,1,1,-0.08999999999999997
136241,1,1,0.0
3261,1,0,0.02
100900,1,0,0.01
394928,0,0,0.020000000000000004
379032,0,0,0.01
362601,0,0,0.02
31354,1,1,0.020000000000000018
383574,1,0,0.0
360019,1,0,0.0
275744,1,1,0.36
228090,1,1,0.04999999999999993
214210,0,0,0.01
84721,0,1,0.05999999999999994
167865,1,0,-0.009999999999999998
342632,0,0,0.01
289820,0,0,0.0
207311,0,0,0.01
117152,1,0,0.0
150066,0,1,0.010000000000000009
326258,1,0,0.03
86906,0,0,0.0
64480,1,1,-0.029999999999999916
299555,0,0,0.0
104859,0,0,-0.02
160757,1,1,0.99
18067,0,0,0.96
306700,1,1,0.09999999999999998
169879,0,0,0.0
166065,1,0,0.0
303814,0,0,0.04
47023,1,0,0.94
375508,0,0,0.0
63310,0,0,0.0
161289,1,0,0.0
297071,1,1,0.87
86147,0,0,-0.01
26678,0,0,0.0
223523,0,1,0.0
326144,1,1,0.20999999999999996
331151,0,0,0.03
209478,0,0,0.0
194911,1,0,0.03
66581,0,1,0.21999999999999997
140871,0,0,0.97
197969,0,0,-0.009999999999999898
236789,0,0,0.03
224630,0,0,0.01
105140,0,0,0.03
106194,0,0,-0.01
118743,0,0,0.01
268025,1,1,0.08999999999999997
320917,1,1,0.99
396914,1,1,0.98
143106,1,1,1.0
24822,0,0,0.01
288761,0,0,-0.010000000000000002
218987,0,0,0.020000000000000018
342977,0,1,0.19999999999999996
28101,0,1,0.07000000000000006
158706,0,0,0.02
203870,0,0,0.01
322609,1,0,0.03
68595,0,0,0.33999999999999997
165491,0,1,-0.08999999999999997
209599,1,0,0.05
385923,1,1,0.52
11947,1,0,0.0
85560,1,1,0.94
172935,0,0,0.01
340508,0,1,-0.20999999999999996
117903,1,0,0.0
61524,1,0,0.03
313361,0,1,-0.039999999999999925
133221,0,0,0.0
241197,0,1,-0.14
83157,0,0,0.06
17832,0,0,0.0
150213,1,1,-0.10999999999999999
81303,1,0,0.1
234839,0,0,-0.01
119799,0,1,0.08999999999999997
206953,1,0,-0.01
282888,1,0,0.07
6633,0,0,0.09
282434,1,0,0.02
237770,0,0,-0.030000000000000002
138176,1,0,0.01
325074,0,0,0.07
101760,0,1,0.10999999999999999
363569,1,0,-0.01
193236,1,1,-0.010000000000000009
281577,1,0,0.0
21909,1,1,0.09999999999999998
134090,1,1,0.18000000000000005
308032,1,0,0.0
279426,1,1,0.51
163635,1,1,-0.08000000000000007
389819,1,0,0.0
61666,0,1,0.0
279410,0,0,-0.05999999999999994
290016,0,1,0.0
247227,1,0,0.0
286784,0,0,0.09
119120,1,0,0.01
250171,1,0,0.02
22411,0,0,-0.049999999999999996
3550,1,0,-0.10999999999999999
18166,1,0,-0.02
87489,0,1,0.1499999999999999
140527,1,1,-0.07999999999999996
364835,1,0,0.12000000000000001
22258,1,0,0.020000000000000004
254655,1,0,0.01
64783,0,0,-0.010000000000000009
257592,1,0,0.0
369210,0,0,0.02
2165,1,0,0.02
69322,0,0,0.01
280049,0,0,0.96
352757,1,1,0.030000000000000027
279359,0,0,0.04
281544,1,0,0.0
168628,0,0,0.0
305141,0,0,0.13
114105,1,0,0.01
149393,1,0,0.0
222300,1,1,0.76
387769,0,0,0.04
119742,1,1,-0.05999999999999994
151664,1,0,0.03
373392,0,0,0.58
301116,1,0,-0.01
53171,0,1,0.12
232193,0,1,-0.20999999999999996
5567,1,0,-0.009999999999999998
232621,0,1,-0.050000000000000044
267312,0,0,0.01
249183,1,0,0.0
10839,0,0,0.06
216824,1,0,0.01
36175,1,1,0.19000000000000006
286048,1,0,0.0
397289,1,0,0.0
102924,0,0,0.97
33361,0,0,0.0
384025,0,1,-0.050000000000000044
252832,1,1,0.04
237205,1,0,0.02
150208,1,0,-0.01
143675,1,0,0.04
168850,1,0,0.01
156962,1,0,-0.019999999999999997
41612,0,0,-0.01
395596,1,0,0.01
290702,0,1,-0.14
100508,1,0,0.0
191122,0,0,0.06000000000000005
214132,1,0,0.02
272140,1,0,0.22000000000000003
49463,0,0,0.0
118361,1,0,-0.04999999999999999
230208,1,1,0.11999999999999994
129988,0,0,0.02
387791,1,0,0.01
209195,0,0,0.01
24,0,0,0.0
93751,1,0,0.0
386123,0,1,-0.020000000000000018
54717,0,0,0.0
333369,0,1,-0.019999999999999907
219189,0,0,0.83
10978,0,0,0.01
225537,1,0,0.01
264424,0,0,-0.01
254412,1,0,0.0
311962,0,0,-0.020000000000000018
62852,1,0,0.0
329962,1,1,-0.04999999999999993
60774,0,0,0.02
356943,1,0,0.20000000000000007
87452,1,1,0.98
262446,0,0,1.0
135017,0,0,-0.039999999999999994
381217,1,0,0.09000000000000001
371081,1,1,0.08000000000000007
53925,1,0,0.010000000000000009
204000,1,0,-0.03
145764,0,0,0.0
200445,0,0,-0.04999999999999999
186242,0,0,0.07999999999999996
262877,1,0,0.02
202095,1,0,-0.01
150067,0,0,0.04999999999999993
80361,1,1,-0.09999999999999998
329033,0,0,0.0
263555,1,0,0.02
298720,1,0,-0.02
305614,1,1,1.0
388626,0,1,0.6799999999999999
392810,0,0,0.25
217758,0,0,0.02
22273,1,0,-0.12
244152,1,0,0.02
257271,0,0,0.0
154038,1,0,-0.03
316353,0,0,0.02
78650,1,1,0.75
396249,1,0,0.030000000000000027
116232,0,0,0.06
111938,1,0,0.04
211729,1,0,0.01
369421,1,1,0.18000000000000005
292623,1,0,-0.01
295038,0,1,0.1
337449,1,0,0.01
399831,0,0,0.99
372793,0,0,0.0
371589,1,0,0.03
29969,1,0,0.12000000000000001
97322,1,0,0.01
339891,1,0,0.0
385272,0,0,0.02
229924,1,0,0.01
360776,1,1,0.06000000000000005
323518,1,0,0.0
221401,0,1,0.06000000000000005
102664,1,1,1.0
93972,1,1,0.01
74334,0,0,0.0
266932,0,0,0.13999999999999999
267203,0,0,-0.050000000000000044
163018,0,0,0.01
246796,1,0,0.03
327482,0,0,0.01
332123,0,0,0.07
300494,0,0,-0.009999999999999998
389201,0,0,0.019999999999999997
361065,1,0,0.0
197902,1,0,-0.02
190171,0,0,0.07
58257,1,1,0.17999999999999994
7569,0,1,-0.08999999999999997
224027,1,1,0.94
289179,1,0,0.0
17706,1,0,0.1
246994,1,1,0.0
58947,1,1,-0.07999999999999996
212763,1,0,0.01
28833,0,0,0.01
203099,0,0,0.14
136690,0,0,-0.01
335492,1,0,0.04
199276,1,0,0.02
385894,1,0,-0.05
65104,0,0,0.02
391701,0,0,1.0
198548,1,0,-0.01
25724,1,1,0.12
175362,1,0,0.0
342960,0,0,-0.02
74702,1,0,0.04999999999999993
